000000000000000000000000000                              0000000476436760055290019000000999         
000000000000010040420090000000070420094857115000005886    9780000000000016000000000000000000001          
000000000000010060420090000000070420094337033000040599    9780000000000248220000000000000000002          
000000000000010120320090000000070420095100843000091836    9780000000000072690000000000000000003          
000000000000010140320090000000070420095100843000045782    9780000000000072690000000000000000004          
000000000000010130320090000000070420095100843000042565    9780000000000072690000000000000000005          
000000000000010060420090000000070420094337033000092566    9780000000000003300000000000000000006          
000000000000010060420090000000070420094337043000041216    9780000000000144710000000000000000007          
000000000000010060420090000000070420094337043000071825    9780000000000144710000000000000000008          
000000000000010140320090000000070420095100843000026279    9780000000000031340000000000000000009          
000000000000010130320090000000070420095100843000095506    9780000000000031340000000000000000010          
000000000000010060420090000000070420094337033000018660    9780000000000032720000000000000000011          
000000000000010060420090000000070420094337033000065430    9780000000000032720000000000000000012          
000000000000010060420090000000070420094337033000062692    9780000000000127410000000000000000013          
000000000000010060420090000000070420094337033000017134    9780000000000127410000000000000000014          
000000000000010060420090000000070420094337033000037207    9780000000000127400000000000000000015          
000000000000010060420090000000070420094337033000095908    9780000000000011480000000000000000016          
000000000000010060420090000000070420094337033000085131    9780000000000011480000000000000000017          
000000000000010060420090000000070420094337033000064458    9780000000000012490000000000000000018          
000000000000010060420090000000070420094337033000008919    9780000000000012490000000000000000019          
000000000000010060420090000000070420094337033000093507    9780000000000370900000000000000000020          
000000000000010060420090000000070420094337033000012481    9780000000000025530000000000000000021          
000000000000010140320090000000070420095100843000049107    9780000000000015000000000000000000022          
000000000000010130320090000000070420095100843000075565    9780000000000015000000000000000000023          
000000000000010120320090000000070420095100843000001694    9780000000000014990000000000000000024          
000000000000010140320090000000070420095100843000014598    9780000000000014990000000000000000025          
000000000000010120320090000000070420095100843000027087    9780000000000016000000000000000000026          
000000000000010140320090000000070420095100843000019332    9780000000000016000000000000000000027          
000000000000010130320090000000070420095100843000035270    9780000000000016000000000000000000028          
000000000000010060420090000000070420094658173000024978    9780000000000023750000000000000000029          
000000000000010060420090000000070420095274204000086807    9780000000000993380000000000000000030          
000000000000010140320090000000070420095100843000051780    9780000000000142990000000000000000031          
000000000000010130320090000000070420095100843000054941    9780000000000142990000000000000000032          
000000000000010120320090000000070420095100843000058215    9780000000000144000000000000000000033          
000000000000010140320090000000070420095100843000091331    9780000000000144000000000000000000034          
000000000000010060420090000000070420094337033000000288    9780000000000052080000000000000000035          
000000000000010060420090000000070420094337033000088879    9780000000000486210000000000000000036          
000000000000010060420090000000070420094337033000061942    9780000000000486210000000000000000037          
000000000000010060420090000000070420094658173000091753    9780000000000486210000000000000000038          
000000000000010060420090000000070420094658173000074874    9780000000000486200000000000000000039          
000000000000010060420090000000070420094337033000002276    9780000000000486200000000000000000040          
000000000000010060420090000000070420094327898000067277    9780000000000486200000000000000000041          
000000000000010060420090000000070420094658173000039448    9780000000000487210000000000000000042          
000000000000010060420090000000070420094337033000071420    9780000000000041330000000000000000043          
000000000000010060420090000000070420094337033000041035    9780000000000014990000000000000000044          
000000000000010060420090000000070420094337033000057866    9780000000000016000000000000000000045          
000000000000010060420090000000070420094337033000011400    9780000000000016000000000000000000046          
000000000000010060420090000000070420094337033000080306    9780000000000016000000000000000000047          
000000000000010060420090000000070420094337033000008646    9780000000000066200000000000000000048          
000000000000010060420090000000070420094337033000048782    9780000000000066200000000000000000049          
000000000000010050320090000000070420095526268000002771    9780000000000016000000000000000000050          
000000000000010060420090000000070420094857115000011827    9780000000000228850000000000000000051          
000000000000010120320090000000070420095100843000042193    9780000000000015000000000000000000052          
000000000000010140320090000000070420095100843000003724    9780000000000015000000000000000000053          
000000000000010130320090000000070420095100843000055351    9780000000000015000000000000000000054          
000000000000010060420090000000070420095302688000037800    9780000000000043200000000000000000055          
000000000000010060420090000000070420095302688000062816    9780000000000043200000000000000000056          
000000000000010120320090000000070420095100843000054396    9780000000000072680000000000000000057          
000000000000010140320090000000070420095100843000079385    9780000000000028900000000000000000058          
000000000000010130320090000000070420095100843000061706    9780000000000028900000000000000000059          
000000000000010060420090000000070420094337033000027414    9780000000000206370000000000000000060          
000000000000010060420090000000070420094337033000032927    9780000000000206370000000000000000061          
000000000000010060420090000000070420094337033000008554    9780000000000206370000000000000000062          
000000000000010060420090000000070420094337033000061082    9780000000000206360000000000000000063          
000000000000010060420090000000070420094216264000084172    9780000000000015370000000000000000064          
000000000000010060420090000000070420094216264000055560    9780000000000018690000000000000000065          
000000000000010060420090000000070420094216264000025407    9780000000000016000000000000000000066          
000000000000010060420090000000070420095302688000044301    9780000000001204670000000000000000067          
